device_name,hardware_key,asset_code,alarm_code,alarm_name,description,severity,category,start_utc,end_utc,duration_min,is_resolved,resolved_by,flag,target_morning_overlap
SunGrow SG125HV - Inverter 39,H312426,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:55:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 25,H312412,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 61,H312449,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 46,H312433,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:55:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 44,H312431,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 56,H312444,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 55,H312443,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 47,H312434,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 63,H312451,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 30,H312417,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 23,H312410,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 24,H312411,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 45,H312432,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 66,H312454,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 33,H312420,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 37,H312424,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:55:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 22,H312409,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 70,H312458,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 43,H312430,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 58,H312446,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 21,H312408,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 62,H312450,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 31,H312418,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 68,H312456,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 36,H312423,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:55:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 53,H312441,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 28,H312415,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:55:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 38,H312425,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 59,H312447,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:55:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 3,H312390,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:05:00,624.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 20,H312407,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:01:00,620.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 2,H312389,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:05:00,624.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 5,H312392,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:07:00,626.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 7,H312394,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:03:00,622.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 40,H312427,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 18,H312405,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:03:00,622.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 50,H312438,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 19,H312406,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:01:00,620.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 17,H312404,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:01:00,620.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 60,H312448,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 26,H312413,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:43:00,2026-03-24T11:53:00,670.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 34,H312421,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:43:00,2026-03-24T11:53:00,670.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 69,H312457,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:43:00,2026-03-24T11:53:00,670.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 6,H312393,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:43:00,2026-03-24T10:59:00,616.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 8,H312395,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:43:00,2026-03-24T11:05:00,622.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 9,H312396,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:43:00,2026-03-24T11:03:00,620.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 4,H312391,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:43:00,2026-03-24T11:05:00,622.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 71,H312459,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:45:00,2026-03-24T11:53:00,668.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 54,H312442,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:45:00,2026-03-24T11:55:00,670.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 27,H312414,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:45:00,2026-03-24T11:53:00,668.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 77,H312465,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:45:00,2026-03-24T11:53:00,668.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,System Alarm:No AC power detected,0,3,2026-03-24T00:45:00,2026-03-24T15:17:00,872.0,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,863,Gamechange Tracker Alert,System Alarm:No AC power detected,0,3,2026-03-24T00:48:00,2026-03-24T00:49:00,1.0,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:50:00,2026-03-24T11:54:00,664.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:51:00,2026-03-24T11:53:00,662.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-03-24T10:06:29,2026-03-24T10:10:33,4.1,True,Unable to verify name,,
SunGrow SG125HV - Inverter 20,H312407,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-03-24T11:03:00,2026-03-24T11:53:00,50.0,True,Unable to verify name,Recloser/Grid,
SunGrow SG125HV - Inverter 1,H312388,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-03-24T11:04:00,2026-03-24T11:52:00,48.0,True,Unable to verify name,Recloser/Grid,
SunGrow SG125HV - Inverter 8,H312395,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-03-24T11:05:00,2026-03-24T11:53:00,48.0,True,Unable to verify name,Recloser/Grid,
SunGrow SG125HV - Inverter 10,H312397,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-03-24T11:05:00,2026-03-24T11:53:00,48.0,True,Unable to verify name,Recloser/Grid,
SunGrow SG125HV - Inverter 18,H312405,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-03-24T11:05:00,2026-03-24T11:53:00,48.0,True,Unable to verify name,Recloser/Grid,
SunGrow SG125HV - Inverter 13,H312400,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-03-24T11:05:00,2026-03-24T11:53:00,48.0,True,Unable to verify name,Recloser/Grid,
